STATE,STATENAME,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERSONS,PERMVIT,PERNOTMVIT,COUNTY,COUNTYNAME,CITY,CITYNAME,DAY,DAYNAME,MONTH,MONTHNAME,YEAR,DAY_WEEK,DAY_WEEKNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,NHS,NHSNAME,ROUTE,ROUTENAME,TWAY_ID,TWAY_ID2,RUR_URB,RUR_URBNAME,FUNC_SYS,FUNC_SYSNAME,RD_OWNER,RD_OWNERNAME,MILEPT,MILEPTNAME,LATITUDE,LATITUDENAME,LONGITUD,LONGITUDNAME,SP_JUR,SP_JURNAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,RELJCT1,RELJCT1NAME,RELJCT2,RELJCT2NAME,TYP_INT,TYP_INTNAME,WRK_ZONE,WRK_ZONENAME,REL_ROAD,REL_ROADNAME,LGT_COND,LGT_CONDNAME,WEATHER,WEATHERNAME,SCH_BUS,SCH_BUSNAME,RAIL,RAILNAME,NOT_HOUR,NOT_HOURNAME,NOT_MIN,NOT_MINNAME,ARR_HOUR,ARR_HOURNAME,ARR_MIN,ARR_MINNAME,HOSP_HR,HOSP_HRNAME,HOSP_MN,HOSP_MNNAME,FATALS,DRUNK_DR
6,California,60729,3,3,0,0,3,3,0,81,SAN MATEO (81),0,NOT APPLICABLE,25,25,1,January,2020,7,Saturday,13,1:00pm-1:59pm,40,40,0,This section IS NOT on the NHS,3,State Highway,SR-84 LA HONDA RD,,2,Urban,5,Major Collector,1,State Highway Agency,145,145,37.38316944,37.38316944,-122.2650056,-122.26500556,0,No Special Jurisdiction,1,Rollover/Overturn,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,60980,1,1,0,0,2,2,0,81,SAN MATEO (81),0,NOT APPLICABLE,3,3,7,July,2020,6,Friday,19,7:00pm-7:59pm,15,15,0,This section IS NOT on the NHS,3,State Highway,SR-35 SKYLINE BLVD,,2,Urban,5,Major Collector,1,State Highway Agency,58,58,37.33905833,37.33905833,-122.2169806,-122.21698056,0,No Special Jurisdiction,43,Other Fixed Object,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
6,California,61082,1,1,0,0,1,1,0,81,SAN MATEO (81),0,NOT APPLICABLE,29,29,6,June,2020,2,Monday,14,2:00pm-2:59pm,30,30,1,This section IS ON the NHS,1,Interstate,I-280,,2,Urban,1,Interstate,1,State Highway Agency,10,10,37.413175,37.413175,-122.2075167,-122.20751667,0,No Special Jurisdiction,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
6,California,61103,1,1,0,1,1,1,1,81,SAN MATEO (81),3390,SAN MATEO,3,3,5,May,2020,1,Sunday,5,5:00am-5:59am,4,4,0,This section IS NOT on the NHS,9,Unknown,S DELAWARE ST,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.56348611,37.56348611,-122.3160778,-122.31607778,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
6,California,61342,1,1,0,0,1,1,0,81,SAN MATEO (81),3390,SAN MATEO,20,20,6,June,2020,7,Saturday,0,0:00am-0:59am,58,58,1,This section IS ON the NHS,3,State Highway,SR-92 J ARTHUR YOUNGER FWY,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,112,112,37.5497,37.5497,-122.3128167,-122.31281667,0,No Special Jurisdiction,33,Curb,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
6,California,61382,2,2,0,0,3,3,0,81,SAN MATEO (81),2625,PACIFICA,16,16,1,January,2020,5,Thursday,3,3:00am-3:59am,11,11,1,This section IS ON the NHS,3,State Highway,SR-1,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,455,455,37.6566,37.6566,-122.4912,-122.4912,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,61384,4,4,0,0,4,4,0,81,SAN MATEO (81),2625,PACIFICA,14,14,3,March,2020,7,Saturday,19,7:00pm-7:59pm,30,30,1,This section IS ON the NHS,3,State Highway,SR-35,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,270,270,37.64785278,37.64785278,-122.4721306,-122.47213056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,98,Not Reported,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,5,Dusk,2,Rain,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,1
6,California,61385,1,1,0,0,1,1,0,81,SAN MATEO (81),2140,MENLO PARK,21,21,4,April,2020,3,Tuesday,22,10:00pm-10:59pm,30,30,1,This section IS ON the NHS,3,State Highway,SR-109,SR-84,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,7,7,37.47165,37.47165,-122.1394,-122.1394,0,No Special Jurisdiction,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,4,On Roadside,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,22,10:00pm-10:59pm,22,22,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
6,California,61866,3,3,0,0,3,3,0,81,SAN MATEO (81),1343,FOSTER CITY,20,20,9,September,2020,1,Sunday,9,9:00am-9:59am,53,53,1,This section IS ON the NHS,3,State Highway,SR-92,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,158,158,37.57369722,37.57369722,-122.262425,-122.262425,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,11,Other,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62107,1,1,0,0,1,1,0,81,SAN MATEO (81),4259,WOODSIDE,30,30,5,May,2020,7,Saturday,17,5:00pm-5:59pm,57,57,0,This section IS NOT on the NHS,9,Unknown,PORTOLA RD,OLD LA HONDA RD,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.39593333,37.39593333,-122.24645,-122.24645,0,No Special Jurisdiction,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62461,1,1,0,1,1,1,1,81,SAN MATEO (81),3220,SAN BRUNO,10,10,7,July,2020,6,Friday,23,11:00pm-11:59pm,40,40,1,This section IS ON the NHS,3,State Highway,SR-82,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,192,192,37.63629722,37.63629722,-122.4211611,-122.42116111,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62529,2,2,0,0,2,2,0,81,SAN MATEO (81),3390,SAN MATEO,7,7,8,August,2020,6,Friday,6,6:00am-6:59am,30,30,1,This section IS ON the NHS,3,State Highway,SR-82,HOBART AVE,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,111,111,37.55606944,37.55606944,-122.3182806,-122.31828056,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,2,Intersection,2,Four-Way Intersection,0,None,1,On Roadway,4,Dawn,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62552,1,1,0,1,2,2,1,81,SAN MATEO (81),1065,EAST PALO ALTO,14,14,2,February,2020,6,Friday,21,9:00pm-9:59pm,7,7,1,This section IS ON the NHS,9,Unknown,EAST BAYSHORE RD,OAKWOOD DR,2,Urban,5,Major Collector,98,Not Reported,0,None,37.46483333,37.46483333,-122.1477806,-122.14778056,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
6,California,62553,1,1,0,1,1,1,1,81,SAN MATEO (81),1065,EAST PALO ALTO,21,21,2,February,2020,6,Friday,18,6:00pm-6:59pm,35,35,0,This section IS NOT on the NHS,9,Unknown,FORDHAM ST,PURDUE AVE,2,Urban,7,Local,98,Not Reported,0,None,37.47794167,37.47794167,-122.1370333,-122.13703333,0,No Special Jurisdiction,15,Non-Motorist on Personal Conveyance,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,3,Intersection-Related,3,T-Intersection,0,None,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62572,1,1,0,1,2,2,1,81,SAN MATEO (81),0,NOT APPLICABLE,15,15,8,August,2020,7,Saturday,9,9:00am-9:59am,20,20,0,This section IS NOT on the NHS,9,Unknown,KINGS MOUNTAIN RD,,1,Rural,7,Local,98,Not Reported,0,None,37.43250278,37.43250278,-122.2957417,-122.29574167,0,No Special Jurisdiction,9,Pedalcyclist,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62699,1,1,0,0,1,1,0,81,SAN MATEO (81),2170,MILLBRAE,29,29,10,October,2020,5,Thursday,21,9:00pm-9:59pm,24,24,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,180,180,37.60263056,37.60263056,-122.3819028,-122.38190278,0,No Special Jurisdiction,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62744,2,2,0,0,2,2,0,81,SAN MATEO (81),4259,WOODSIDE,23,23,8,August,2020,1,Sunday,21,9:00pm-9:59pm,55,55,0,This section IS NOT on the NHS,9,Unknown,PORTOLA RD,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.395,37.395,-122.2461194,-122.24611944,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,2,Front-to-Front,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,2,1
6,California,62753,1,1,0,1,1,1,1,81,SAN MATEO (81),2980,REDWOOD CITY,26,26,8,August,2020,4,Wednesday,1,1:00am-1:59am,0,0,1,This section IS ON the NHS,3,State Highway,SR-84 WOODSIDE RD,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,252,252,37.483175,37.483175,-122.2176667,-122.21766667,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,62906,2,2,0,0,2,2,0,81,SAN MATEO (81),0,NOT APPLICABLE,7,7,9,September,2020,2,Monday,22,10:00pm-10:59pm,15,15,1,This section IS ON the NHS,1,Interstate,I-280,,1,Rural,1,Interstate,1,State Highway Agency,73,73,37.50726111,37.50726111,-122.3393444,-122.33934444,0,No Special Jurisdiction,21,Bridge Pier or Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,3,On Median,2,Dark - Not Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
6,California,62984,2,2,0,0,2,2,0,81,SAN MATEO (81),490,BURLINGAME,14,14,9,September,2020,2,Monday,23,11:00pm-11:59pm,15,15,0,This section IS NOT on the NHS,9,Unknown,CALIFORNIA DR,,2,Urban,4,Minor Arterial,98,Not Reported,0,None,37.57844444,37.57844444,-122.3426361,-122.34263611,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,6,Angle,0,No,1,Non-Junction,1,Not an Intersection,1,Construction,1,On Roadway,3,Dark - Lighted,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,63045,2,2,0,0,2,2,0,81,SAN MATEO (81),0,NOT APPLICABLE,3,3,12,December,2020,5,Thursday,6,6:00am-6:59am,50,50,1,This section IS ON the NHS,2,U.S. Highway,US-101,,2,Urban,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,194,194,37.61675278,37.61675278,-122.3982972,-122.39829722,0,No Special Jurisdiction,12,Motor Vehicle In-Transport,1,Front-to-Rear,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,4,Dawn,10,Cloudy,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,1
6,California,63050,1,1,0,1,1,1,1,81,SAN MATEO (81),180,ATHERTON,26,26,10,October,2020,2,Monday,6,6:00am-6:59am,38,38,0,This section IS NOT on the NHS,3,State Highway,SR-82,,2,Urban,3,Principal Arterial - Other,1,State Highway Agency,16,16,37.45991111,37.45991111,-122.1956028,-122.19560278,0,No Special Jurisdiction,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,0,No,1,Non-Junction,1,Not an Intersection,0,None,1,On Roadway,1,Daylight,1,Clear,0,No,0000000,Not Applicable,6,6:00am-6:59am,38,38,6,6:00am-6:59am,39,39,99,Unknown,99,Unknown EMS Hospital Arrival Time,1,0
6,California,63051,1,1,0,0,1,1,0,81,SAN MATEO (81),0,NOT APPLICABLE,4,4,8,August,2020,3,Tuesday,9,9:00am-9:59am,28,28,1,This section IS ON the NHS,2,U.S. Highway,US-101 RAMP,,1,Rural,2,Principal Arterial - Other Freeways and Expressways,1,State Highway Agency,208,208,37.63745556,37.63745556,-122.4050167,-122.40501667,0,No Special Jurisdiction,42,Tree (Standing Only),0,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,1,Yes,5,Entrance/Exit Ramp Related,1,Not an Intersection,0,None,4,On Roadside,1,Daylight,1,Clear,0,No,0000000,Not Applicable,99,Unknown,99,Unknown,99,Unknown EMS Scene Arrival Hour,99,Unknown EMS Scene Arrival Minutes,88,Not Applicable (Not Transported),88,Not Applicable (Not Transported),1,0
